domain,systemId,name,category,categoryConfidence,brandSystemId,brandName,familySystemId,familyName,familyAmbiguous,variantCode,imagePath,prefabPath,sourceBundle
bait,boils_cb_bo_pu26,Базовый оранжевый Pop Ups 26,pop_up_boilies,high,craft_baits,Craft Baits,cb_boilies_pp_baseorange,Базовый оранжевый Pop Ups,false,26,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_cb_bo_pu26.png,assets/gfx/baits/boil/boils_cb/prefabs/boils_cb_bo_pu26.prefab,baits
bait,boils_cb_bw10,Базовый белый 10,sinking_boilies,high,craft_baits,Craft Baits,cb_boilies_basewhite,Базовый белый,false,10,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_cb_bw10.png,assets/gfx/baits/boil/boils_cb/prefabs/boils_cb_bw10.prefab,baits
bait,boils_cb_bw16,Базовый белый 16,sinking_boilies,high,craft_baits,Craft Baits,cb_boilies_basewhite,Базовый белый,false,16,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_cb_bw16.png,assets/gfx/baits/boil/boils_cb/prefabs/boils_cb_bw16.prefab,baits
bait,boils_cb_bw18,Базовый белый 18,sinking_boilies,high,craft_baits,Craft Baits,cb_boilies_basewhite,Базовый белый,false,18,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_cb_bw18.png,assets/gfx/baits/boil/boils_cb/prefabs/boils_cb_bw18.prefab,baits
bait,boils_cb_bw20,Базовый белый 20,sinking_boilies,high,craft_baits,Craft Baits,cb_boilies_basewhite,Базовый белый,false,20,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_cb_bw20.png,assets/gfx/baits/boil/boils_cb/prefabs/boils_cb_bw20.prefab,baits
bait,boils_cb_bw22,Базовый белый 22,sinking_boilies,high,craft_baits,Craft Baits,cb_boilies_basewhite,Базовый белый,false,22,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_cb_bw22.png,assets/gfx/baits/boil/boils_cb/prefabs/boils_cb_bw22.prefab,baits
bait,boils_cb_bw26,Базовый белый 26,sinking_boilies,high,craft_baits,Craft Baits,cb_boilies_basewhite,Базовый белый,false,26,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_cb_bw26.png,assets/gfx/baits/boil/boils_cb/prefabs/boils_cb_bw26.prefab,baits
bait,boils_cb_bw_pu10,Базовый белый Pop Ups 10,pop_up_boilies,high,craft_baits,Craft Baits,cb_boilies_pp_basewhite,Базовый белый Pop Ups,false,10,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_cb_bw_pu10.png,assets/gfx/baits/boil/boils_cb/prefabs/boils_cb_bw_pu10.prefab,baits
bait,boils_cb_bw_pu16,Базовый белый Pop Ups 16,pop_up_boilies,high,craft_baits,Craft Baits,cb_boilies_pp_basewhite,Базовый белый Pop Ups,false,16,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_cb_bw_pu16.png,assets/gfx/baits/boil/boils_cb/prefabs/boils_cb_bw_pu16.prefab,baits
bait,boils_cb_bw_pu18,Базовый белый Pop Ups 18,pop_up_boilies,high,craft_baits,Craft Baits,cb_boilies_pp_basewhite,Базовый белый Pop Ups,false,18,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_cb_bw_pu18.png,assets/gfx/baits/boil/boils_cb/prefabs/boils_cb_bw_pu18.prefab,baits
bait,boils_cb_bw_pu20,Базовый белый Pop Ups 20,pop_up_boilies,high,craft_baits,Craft Baits,cb_boilies_pp_basewhite,Базовый белый Pop Ups,false,20,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_cb_bw_pu20.png,assets/gfx/baits/boil/boils_cb/prefabs/boils_cb_bw_pu20.prefab,baits
bait,boils_cb_bw_pu22,Базовый белый Pop Ups 22,pop_up_boilies,high,craft_baits,Craft Baits,cb_boilies_pp_basewhite,Базовый белый Pop Ups,false,22,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_cb_bw_pu22.png,assets/gfx/baits/boil/boils_cb/prefabs/boils_cb_bw_pu22.prefab,baits
bait,boils_cb_bw_pu26,Базовый белый Pop Ups 26,pop_up_boilies,high,craft_baits,Craft Baits,cb_boilies_pp_basewhite,Базовый белый Pop Ups,false,26,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_cb_bw_pu26.png,assets/gfx/baits/boil/boils_cb/prefabs/boils_cb_bw_pu26.prefab,baits
bait,boils_cb_ca10,Икра 10,sinking_boilies,high,craft_baits,,,,true,10,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_cb_ca10.png,assets/gfx/baits/boil/boils_cb/prefabs/boils_cb_ca10.prefab,baits
bait,boils_cb_ca16,Икра 16,sinking_boilies,high,craft_baits,,,,true,16,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_cb_ca16.png,assets/gfx/baits/boil/boils_cb/prefabs/boils_cb_ca16.prefab,baits
bait,boils_cb_ca20,Икра 20,sinking_boilies,high,craft_baits,,,,true,20,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_cb_ca20.png,assets/gfx/baits/boil/boils_cb/prefabs/boils_cb_ca20.prefab,baits
bait,boils_cb_ca26,Икра 26,sinking_boilies,high,craft_baits,,,,true,26,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_cb_ca26.png,assets/gfx/baits/boil/boils_cb/prefabs/boils_cb_ca26.prefab,baits
bait,boils_cb_ca_pu10,Икра Pop Ups 10,pop_up_boilies,high,craft_baits,Craft Baits,cb_boilies_pp_caviar,Икра Pop Ups,false,10,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_cb_ca_pu10.png,assets/gfx/baits/boil/boils_cb/prefabs/boils_cb_ca_pu10.prefab,baits
bait,boils_cb_ca_pu16,Икра Pop Ups 16,pop_up_boilies,high,craft_baits,Craft Baits,cb_boilies_pp_caviar,Икра Pop Ups,false,16,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_cb_ca_pu16.png,assets/gfx/baits/boil/boils_cb/prefabs/boils_cb_ca_pu16.prefab,baits
bait,boils_cb_ca_pu20,Икра Pop Ups 20,pop_up_boilies,high,craft_baits,Craft Baits,cb_boilies_pp_caviar,Икра Pop Ups,false,20,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_cb_ca_pu20.png,assets/gfx/baits/boil/boils_cb/prefabs/boils_cb_ca_pu20.prefab,baits
bait,boils_cb_ca_pu26,Икра Pop Ups 26,pop_up_boilies,high,craft_baits,Craft Baits,cb_boilies_pp_caviar,Икра Pop Ups,false,26,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_cb_ca_pu26.png,assets/gfx/baits/boil/boils_cb/prefabs/boils_cb_ca_pu26.prefab,baits
bait,boils_cb_fc10,Свежая клюква 10,sinking_boilies,high,craft_baits,,,,true,10,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_cb_fc10.png,assets/gfx/baits/boil/boils_cb/prefabs/boils_cb_fc10.prefab,baits
bait,boils_cb_fc16,Свежая клюква 16,sinking_boilies,high,craft_baits,,,,true,16,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_cb_fc16.png,assets/gfx/baits/boil/boils_cb/prefabs/boils_cb_fc16.prefab,baits
bait,boils_cb_fc20,Свежая клюква 20,sinking_boilies,high,craft_baits,,,,true,20,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_cb_fc20.png,assets/gfx/baits/boil/boils_cb/prefabs/boils_cb_fc20.prefab,baits
bait,boils_cb_fc26,Свежая клюква 26,sinking_boilies,high,craft_baits,,,,true,26,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_cb_fc26.png,assets/gfx/baits/boil/boils_cb/prefabs/boils_cb_fc26.prefab,baits
bait,boils_cb_fc_pu10,Свежая клюква Pop Ups 10,pop_up_boilies,high,craft_baits,Craft Baits,cb_boilies_pp_cranb,Свежая клюква Pop Ups,false,10,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_cb_fc_pu10.png,assets/gfx/baits/boil/boils_cb/prefabs/boils_cb_fc_pu10.prefab,baits
bait,boils_cb_fc_pu16,Свежая клюква Pop Ups 16,pop_up_boilies,high,craft_baits,Craft Baits,cb_boilies_pp_cranb,Свежая клюква Pop Ups,false,16,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_cb_fc_pu16.png,assets/gfx/baits/boil/boils_cb/prefabs/boils_cb_fc_pu16.prefab,baits
bait,boils_cb_fc_pu20,Свежая клюква Pop Ups 20,pop_up_boilies,high,craft_baits,Craft Baits,cb_boilies_pp_cranb,Свежая клюква Pop Ups,false,20,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_cb_fc_pu20.png,assets/gfx/baits/boil/boils_cb/prefabs/boils_cb_fc_pu20.prefab,baits
bait,boils_cb_fc_pu26,Свежая клюква Pop Ups 26,pop_up_boilies,high,craft_baits,Craft Baits,cb_boilies_pp_cranb,Свежая клюква Pop Ups,false,26,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_cb_fc_pu26.png,assets/gfx/baits/boil/boils_cb/prefabs/boils_cb_fc_pu26.prefab,baits
bait,boils_cb_fl10,Свежий лайм 10,sinking_boilies,high,craft_baits,Craft Baits,cb_boilies_lime,Свежий лайм,false,10,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_cb_fl10.png,assets/gfx/baits/boil/boils_cb/prefabs/boils_cb_fl10.prefab,baits
bait,boils_cb_fl16,Свежий лайм 16,sinking_boilies,high,craft_baits,Craft Baits,cb_boilies_lime,Свежий лайм,false,16,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_cb_fl16.png,assets/gfx/baits/boil/boils_cb/prefabs/boils_cb_fl16.prefab,baits
bait,boils_cb_fl20,Свежий лайм 20,sinking_boilies,high,craft_baits,Craft Baits,cb_boilies_lime,Свежий лайм,false,20,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_cb_fl20.png,assets/gfx/baits/boil/boils_cb/prefabs/boils_cb_fl20.prefab,baits
bait,boils_cb_fl26,Свежий лайм 26,sinking_boilies,high,craft_baits,Craft Baits,cb_boilies_lime,Свежий лайм,false,26,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_cb_fl26.png,assets/gfx/baits/boil/boils_cb/prefabs/boils_cb_fl26.prefab,baits
bait,boils_cb_fl_pu10,Свежий лайм Pop Ups 10,pop_up_boilies,high,craft_baits,Craft Baits,cb_boilies_pp_lime,Свежий лайм Pop Ups,false,10,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_cb_fl_pu10.png,assets/gfx/baits/boil/boils_cb/prefabs/boils_cb_fl_pu10.prefab,baits
bait,boils_cb_fl_pu16,Свежий лайм Pop Ups 16,pop_up_boilies,high,craft_baits,Craft Baits,cb_boilies_pp_lime,Свежий лайм Pop Ups,false,16,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_cb_fl_pu16.png,assets/gfx/baits/boil/boils_cb/prefabs/boils_cb_fl_pu16.prefab,baits
bait,boils_cb_fl_pu20,Свежий лайм Pop Ups 20,pop_up_boilies,high,craft_baits,Craft Baits,cb_boilies_pp_lime,Свежий лайм Pop Ups,false,20,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_cb_fl_pu20.png,assets/gfx/baits/boil/boils_cb/prefabs/boils_cb_fl_pu20.prefab,baits
bait,boils_cb_fl_pu26,Свежий лайм Pop Ups 26,pop_up_boilies,high,craft_baits,Craft Baits,cb_boilies_pp_lime,Свежий лайм Pop Ups,false,26,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_cb_fl_pu26.png,assets/gfx/baits/boil/boils_cb/prefabs/boils_cb_fl_pu26.prefab,baits
bait,boils_cb_fr10,Свежая малина 10,sinking_boilies,high,craft_baits,Craft Baits,cb_boilies_raspb,Свежая малина,false,10,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_cb_fr10.png,assets/gfx/baits/boil/boils_cb/prefabs/boils_cb_fr10.prefab,baits
bait,boils_cb_fr16,Свежая малина 16,sinking_boilies,high,craft_baits,Craft Baits,cb_boilies_raspb,Свежая малина,false,16,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_cb_fr16.png,assets/gfx/baits/boil/boils_cb/prefabs/boils_cb_fr16.prefab,baits
bait,boils_cb_fr20,Свежая малина 20,sinking_boilies,high,craft_baits,Craft Baits,cb_boilies_raspb,Свежая малина,false,20,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_cb_fr20.png,assets/gfx/baits/boil/boils_cb/prefabs/boils_cb_fr20.prefab,baits
bait,boils_cb_fr26,Свежая малина 26,sinking_boilies,high,craft_baits,Craft Baits,cb_boilies_raspb,Свежая малина,false,26,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_cb_fr26.png,assets/gfx/baits/boil/boils_cb/prefabs/boils_cb_fr26.prefab,baits
bait,boils_cb_fr_pu10,Свежая малина Pop Ups 10,pop_up_boilies,high,craft_baits,Craft Baits,cb_boilies_pp_raspb,Свежая малина Pop Ups,false,10,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_cb_fr_pu10.png,assets/gfx/baits/boil/boils_cb/prefabs/boils_cb_fr_pu10.prefab,baits
bait,boils_cb_fr_pu16,Свежая малина Pop Ups 16,pop_up_boilies,high,craft_baits,Craft Baits,cb_boilies_pp_raspb,Свежая малина Pop Ups,false,16,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_cb_fr_pu16.png,assets/gfx/baits/boil/boils_cb/prefabs/boils_cb_fr_pu16.prefab,baits
bait,boils_cb_fr_pu20,Свежая малина Pop Ups 20,pop_up_boilies,high,craft_baits,Craft Baits,cb_boilies_pp_raspb,Свежая малина Pop Ups,false,20,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_cb_fr_pu20.png,assets/gfx/baits/boil/boils_cb/prefabs/boils_cb_fr_pu20.prefab,baits
bait,boils_cb_fr_pu26,Свежая малина Pop Ups 26,pop_up_boilies,high,craft_baits,Craft Baits,cb_boilies_pp_raspb,Свежая малина Pop Ups,false,26,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_cb_fr_pu26.png,assets/gfx/baits/boil/boils_cb/prefabs/boils_cb_fr_pu26.prefab,baits
bait,boils_cb_gm_pu10,Чесночные мидии Pop Ups 10,pop_up_boilies,high,craft_baits,Craft Baits,cb_boilies_pp_gmuss,Чесночные мидии PopUps,false,s 10,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_cb_gm_pu10.png,assets/gfx/baits/boil/boils_cb/prefabs/boils_cb_gm_pu10.prefab,baits
bait,boils_cb_gm_pu16,Чесночные мидии Pop Ups 16,pop_up_boilies,high,craft_baits,Craft Baits,cb_boilies_pp_gmuss,Чесночные мидии PopUps,false,s 16,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_cb_gm_pu16.png,assets/gfx/baits/boil/boils_cb/prefabs/boils_cb_gm_pu16.prefab,baits
bait,boils_cb_gm_pu20,Чесночные мидии Pop Ups 20,pop_up_boilies,high,craft_baits,Craft Baits,cb_boilies_pp_gmuss,Чесночные мидии PopUps,false,s 20,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\boils_cb_gm_pu20.png,assets/gfx/baits/boil/boils_cb/prefabs/boils_cb_gm_pu20.prefab,baits
