fishId,fishName,cardSystemId,catalogName,imageFile,match,imagePath,photoUrl
271,Гимантолоф атлантический,card_himant_g,Гимантолоф атлантический,himant_g_b.png,normalized_exact,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\himant_g_b.png,/uploads/fish/himant_g_b.png
19,Голавль,card_e_chub,Голавль,e.chub_b.png,normalized_exact,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\e.chub_b.png,/uploads/fish/e.chub_b.png
87,Голец арктический,card_a_char,Голец Арктический,a_char_b.png,normalized_exact,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\a_char_b.png,/uploads/fish/a_char_b.png
188,Голец Дрягина,card_dr_char,Голец Дрягина,dr_char_b.png,normalized_exact,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\dr_char_b.png,/uploads/fish/dr_char_b.png
84,Голец Куорский,card_chartus_kuoriius,Голец Куорский,chartus_kuoriius_b.png,normalized_exact,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\chartus_kuoriius_b.png,/uploads/fish/chartus_kuoriius_b.png
208,Голец Леванидова,card_golets_lev,Голец Леванидова,golets_lev_b.png,normalized_exact,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\golets_lev_b.png,/uploads/fish/golets_lev_b.png
194,Голец сибирский-усач,card_barb_toni,Голец сибирский-усач,barb_toni_b.png,normalized_exact,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\barb_toni_b.png,/uploads/fish/barb_toni_b.png
86,Гольян,card_golyan,Гольян,golyan_b.png,normalized_exact,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\golyan_b.png,/uploads/fish/golyan_b.png
178,Гольян озёрный,card_l_minnow,Гольян озерный,l_minnow_b.png,normalized_exact,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\l_minnow_b.png,/uploads/fish/l_minnow_b.png
184,Горбуша,card_gorbusha,Горбуша,gorbusha_b.png,normalized_exact,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\gorbusha_b.png,/uploads/fish/gorbusha_b.png
38,Горбыль речной,card_fwdrum,Горбыль речной,fwdrum_b.png,normalized_exact,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\fwdrum_b.png,/uploads/fish/fwdrum_b.png
257,Горбыль серебристый,card_meagre,Горбыль серебристый,meagre_b.png,normalized_exact,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\meagre_b.png,/uploads/fish/meagre_b.png
251,Гребешок исландский,card_chlamys_isl,Гребешок исландский,chlamys_isl_b.png,normalized_exact,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\chlamys_isl_b.png,/uploads/fish/chlamys_isl_b.png
21,Густера,card_s_bream,Густера,s.bream_b.png,normalized_exact,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\s.bream_b.png,/uploads/fish/s.bream_b.png
29,Доросома северная,card_g_shad,Доросома северная,g_shad_b.png,normalized_exact,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\g_shad_b.png,/uploads/fish/g_shad_b.png
54,Дрейссена речная,card_dreissena,Речная дрейссена,dreissena_b.png,alias,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\dreissena_b.png,/uploads/fish/dreissena_b.png
50,Елец,card_dace,Елец,dace_b.png,normalized_exact,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\dace_b.png,/uploads/fish/dace_b.png
180,Елец сибирский,card_syb_elets,Елец сибирский,syb_elets_b.png,normalized_exact,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\syb_elets_b.png,/uploads/fish/syb_elets_b.png
8,Ёрш,card_ruffe,Ерш,ruffe_b.png,normalized_exact,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\ruffe_b.png,/uploads/fish/ruffe_b.png
47,Ёрш-носарь,card_ruffe_n,Ёрш-носарь,ruffe_n_b.png,normalized_exact,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\ruffe_n_b.png,/uploads/fish/ruffe_n_b.png
58,Жерех,card_asp,Жерех,asp_b.png,normalized_exact,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\asp_b.png,/uploads/fish/asp_b.png
227,Зубатка полосатая,card_p_zubatka,Зубатка полосатая,p_zubatka_b.png,normalized_exact,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\p_zubatka_b.png,/uploads/fish/p_zubatka_b.png
235,Зубатка пятнистая,card_m_zubatka,Зубатка пятнистая,m_zubatka_b.png,normalized_exact,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\m_zubatka_b.png,/uploads/fish/m_zubatka_b.png
264,Зубатка синяя,card_d_zubatka,Зубатка синяя,d_zubatka_b.png,normalized_exact,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\d_zubatka_b.png,/uploads/fish/d_zubatka_b.png
213,Калуга,card_kaluga,Калуга,kaluga_b.png,normalized_exact,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\kaluga_b.png,/uploads/fish/kaluga_b.png
238,Кальмар обыкновенный,card_c_squid,Кальмар обыкновенный,c_squid_b.png,normalized_exact,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\c_squid_b.png,/uploads/fish/c_squid_b.png
223,Камбала морская,card_sea_kambala,Камбала морская,sea_kambala_b.png,normalized_exact,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\sea_kambala_b.png,/uploads/fish/sea_kambala_b.png
236,Камбала палтусовидная,card_hippoglos_p,Камбала палтусовидная,hippoglos_p_b.png,normalized_exact,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\hippoglos_p_b.png,/uploads/fish/hippoglos_p_b.png
224,Камбала хоботная,card_lh_kambala,Камбала хоботная,lh_kambala_b.png,normalized_exact,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\lh_kambala_b.png,/uploads/fish/lh_kambala_b.png
163,Карасекарп,card_karasekarp,Карасекарп,karasekarp_b.png,normalized_exact,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\karasekarp_b.png,/uploads/fish/karasekarp_b.png
5,Карась золотой,card_c_carp,Карась золотой,c.carp_b.png,normalized_exact,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\c.carp_b.png,/uploads/fish/c.carp_b.png
11,Карась серебряный,card_crucian,Карась серебряный,crucian_b.png,normalized_exact,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\crucian_b.png,/uploads/fish/crucian_b.png
95,Карп голый,card_n_carp,Карп голый,n_carp_b.png,normalized_exact,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\n_carp_b.png,/uploads/fish/n_carp_b.png
136,Карп голый - альбинос,card_n_carp_albino,Карп голый альбинос,n_carp_albino_b.png,normalized_exact,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\n_carp_albino_b.png,/uploads/fish/n_carp_albino_b.png
131,Карп голый - призрак,card_n_carp_ghost,Карп голый призрак,n_carp_ghost_b.png,normalized_exact,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\n_carp_ghost_b.png,/uploads/fish/n_carp_ghost_b.png
172,Карп Динкенбюльский голый,card_din_n_carp,Карп Динкельсбюльский голый,din_n_carp_b.png,alias,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\din_n_carp_b.png,/uploads/fish/din_n_carp_b.png
167,Карп Динкенбюльский зеркальный,card_din_m_carp,Карп Динкельсбюльский зеркальный,din_m_carp_b.png,alias,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\din_m_carp_b.png,/uploads/fish/din_m_carp_b.png
168,Карп Динкенбюльский линейный,card_din_l_carp,Карп Динкельсбюльский линейный,din_l_carp_b.png,alias,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\din_l_carp_b.png,/uploads/fish/din_l_carp_b.png
22,Карп зеркальный,card_m_carp,Карп зеркальный,m_carp_b.png,normalized_exact,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\m_carp_b.png,/uploads/fish/m_carp_b.png
137,Карп зеркальный - альбинос,card_m_carp_albino,Карп зеркальный альбинос,m_carp_albino_b.png,normalized_exact,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\m_carp_albino_b.png,/uploads/fish/m_carp_albino_b.png
129,Карп зеркальный - призрак,card_m_carp_ghost,Карп зеракльный призрак,m_carp_ghost_b.png,alias,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\m_carp_ghost_b.png,/uploads/fish/m_carp_ghost_b.png
171,Карп Кои Ёцусиро,card_yotsushiro,Карп Кои Ёцусиро,yotsushiro_b.png,normalized_exact,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\yotsushiro_b.png,/uploads/fish/yotsushiro_b.png
170,Карп Кои Кохаку,card_kohaku,Карп Кои Кохаку,kohaku_b.png,normalized_exact,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\kohaku_b.png,/uploads/fish/kohaku_b.png
173,Карп Кои Мамэсибори Госики,card_m_goshiki,Карп Кои Мамэсибори Госики,m_goshiki_b.png,normalized_exact,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\m_goshiki_b.png,/uploads/fish/m_goshiki_b.png
18,Карп Кои Мидори-гои,card_midori_g,Карп Кои Мидори-гои,midori_g_b.png,normalized_exact,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\midori_g_b.png,/uploads/fish/midori_g_b.png
169,Карп Кои Наруми Асаги,card_n_asagi,Карп Кои Наруми Асаги,n_asagi_b.png,normalized_exact,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\n_asagi_b.png,/uploads/fish/n_asagi_b.png
165,Карп Кои Орэндзи Огон,card_o_ogon,Карп Кои Орэндзи Огон,o_ogon_b.png,normalized_exact,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\o_ogon_b.png,/uploads/fish/o_ogon_b.png
174,Карп Кои Хи Уцури,card_hi_utsri,Карп Кои Хи Уцури,hi_utsri_b.png,normalized_exact,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\hi_utsri_b.png,/uploads/fish/hi_utsri_b.png
128,Карп красный Старвас - зеркальный,card_m_carp_red,Карп старвас зеракльный красный,m_carp_red_b.png,alias,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\m_carp_red_b.png,/uploads/fish/m_carp_red_b.png
127,Карп красный Старвас - чешуйчатый,card_carp_red,Карп старвас красный,carp_red_b.png,alias,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\carp_red_b.png,/uploads/fish/carp_red_b.png
126,Карп линейный,card_l_carp,Карп линейный,l_carp_b.png,normalized_exact,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\l_carp_b.png,/uploads/fish/l_carp_b.png
135,Карп линейный - альбинос,card_l_carp_albino,Карп линейный альбинос,l_carp_albino_b.png,normalized_exact,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\l_carp_albino_b.png,/uploads/fish/l_carp_albino_b.png
132,Карп линейный - призрак,card_l_carp_ghost,Карп линейный призрак,l_carp_ghost_b.png,normalized_exact,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\l_carp_ghost_b.png,/uploads/fish/l_carp_ghost_b.png
125,Карп рамчатый,card_r_carp,Карп рамчатый,r_carp_b.png,normalized_exact,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\r_carp_b.png,/uploads/fish/r_carp_b.png
138,Карп рамчатый - альбинос,card_r_carp_albino,Карп рамчатый альбинос,r_carp_albino_b.png,normalized_exact,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\r_carp_albino_b.png,/uploads/fish/r_carp_albino_b.png
133,Карп рамчатый - призрак,card_r_carp_ghost,Карп рамчатый призрак,r_carp_ghost_b.png,normalized_exact,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\r_carp_ghost_b.png,/uploads/fish/r_carp_ghost_b.png
166,Карп Супер Фрикс,card_s_freaks,Карп Супер Фрикс,s_freaks_b.png,normalized_exact,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\s_freaks_b.png,/uploads/fish/s_freaks_b.png
23,Карп чешуйчатый,card_carp,Карп обыкновенный,carp_b.png,alias,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\carp_b.png,/uploads/fish/carp_b.png
134,Карп чешуйчатый - альбинос,card_carp_albino,Карп обыкновенный альбинос,carp_albino_b.png,alias,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\carp_albino_b.png,/uploads/fish/carp_albino_b.png
130,Карп чешуйчатый - призрак,card_carp_ghost,Карп обыкновенный призрак,carp_ghost_b.png,alias,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\carp_ghost_b.png,/uploads/fish/carp_ghost_b.png
231,Катран,card_katran,Катран,katran_b.png,normalized_exact,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\katran_b.png,/uploads/fish/katran_b.png
219,Керчак европейский,card_m_scorpius,Керчак европейский,m_scorpius_b.png,normalized_exact,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\m_scorpius_b.png,/uploads/fish/m_scorpius_b.png
198,Кета,card_keta,Кета,keta_b.png,normalized_exact,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\keta_b.png,/uploads/fish/keta_b.png
199,Кижуч,card_kijuch,Кижуч,kijuch_b.png,normalized_exact,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\kijuch_b.png,/uploads/fish/kijuch_b.png
211,Колюшка девятииглая,card_stickleback_ninesp,Колюшка девятииглая,stickleback_ninesp_b.png,normalized_exact,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\stickleback_ninesp_b.png,/uploads/fish/stickleback_ninesp_b.png
151,Колюшка малая южная,card_stickleback_ss,Колюшка малая южная,stickleback_ss_b.png,normalized_exact,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\stickleback_ss_b.png,/uploads/fish/stickleback_ss_b.png
118,Колюшка трёхиглая,card_stickleback_threesp,Колюшка трёхиглая,stickleback_threesp_b.png,normalized_exact,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\stickleback_threesp_b.png,/uploads/fish/stickleback_threesp_b.png
256,Конгер,card_conger,Конгер,conger_b.png,normalized_exact,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\conger_b.png,/uploads/fish/conger_b.png
115,Корюшка,card_e_smelt,Корюшка,e_smelt_b.png,normalized_exact,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\e_smelt_b.png,/uploads/fish/e_smelt_b.png
189,Корюшка азиатская,card_a_smelt,Корюшка азиатская,a_smelt_b.png,normalized_exact,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\a_smelt_b.png,/uploads/fish/a_smelt_b.png
246,Краб камчатский,card_rk_crab,Краб камчатский,rk_crab_b.png,normalized_exact,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\rk_crab_b.png,/uploads/fish/rk_crab_b.png
254,Краб съедобный,card_ed_crab,Краб съедобный,ed_crab_b.png,normalized_exact,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\ed_crab_b.png,/uploads/fish/ed_crab_b.png
30,Краппи белый,card_white_crappie,Краппи белый,white_crappie_b.png,normalized_exact,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\white_crappie_b.png,/uploads/fish/white_crappie_b.png
33,Краппи чёрный,card_black_crappie,Краппи чёрный,black_crappie_b.png,normalized_exact,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\black_crappie_b.png,/uploads/fish/black_crappie_b.png
201,Краснопёр-Угай крупночешуйчатый,card_trib_h,Краснопер Угай,trib_h_b.png,alias,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\trib_h_b.png,/uploads/fish/trib_h_b.png
209,Краснопёр монгольский,card_chan_m,Краснопер монгольский,chan_m_b.png,normalized_exact,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\chan_m_b.png,/uploads/fish/chan_m_b.png
107,Краснопёрка,card_rudd,Красноперка,rudd_b.png,normalized_exact,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\rudd_b.png,/uploads/fish/rudd_b.png
202,Кунджа,card_kunja,Кунджа,kunja_b.png,normalized_exact,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\kunja_b.png,/uploads/fish/kunja_b.png
155,Кутум,card_kutum,Кутум,kutum_b.png,normalized_exact,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\kutum_b.png,/uploads/fish/kutum_b.png
43,Лаврак полосатый,card_s_bass,Лаврак полосатый,s_bass_b.png,normalized_exact,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\s_bass_b.png,/uploads/fish/s_bass_b.png
42,Лаврак полосатый гибридный,card_hs_bass,Лаврак полосатый гибридный,hs_bass_b.png,normalized_exact,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\hs_bass_b.png,/uploads/fish/hs_bass_b.png
181,Ленок острорылый,card_lenok_o,Ленок острорылый,lenok_o_b.png,normalized_exact,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\lenok_o_b.png,/uploads/fish/lenok_o_b.png
205,Ленок тупорылый,card_lenok_t,Ленок тупорылый,lenok_t_b.png,normalized_exact,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\lenok_t_b.png,/uploads/fish/lenok_t_b.png
20,Лещ,card_bream,Лещ,bream_b.png,normalized_exact,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\bream_b.png,/uploads/fish/bream_b.png
157,Лещ восточный,card_e_bream,Лещ восточный,e_bream_b.png,normalized_exact,C:\Users\danil\Desktop\rr4\RepeatAllFilesCopy\AssetRipper_export_20260621_111439\Assets\Resources\previews\e_bream_b.png,/uploads/fish/e_bream_b.png
